web_scraper_order,web_scraper_start_url,container_links,type chaussure,prix,adresse,image_lien
1771787668-292,https://sn.coinafrique.com/categorie/chaussures-homme?page=6,https://sn.coinafrique.com/annonce/chaussures-homme/crocs-5498380,Crocs,10 000 CFA,"Ngor, Dakar, Sénégal",https://images.coinafrique.com/thumb_5498380_uploaded_image1_1756470516.jpg
1771787672-293,https://sn.coinafrique.com/categorie/chaussures-homme?page=6,https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-adidas-5498640,Chaussures Adidas,11 000 CFA,"Diamalaye 1, Dakar, Sénégal",https://images.coinafrique.com/thumb_5498640_uploaded_image1_1756479495.jpg
1771787676-294,https://sn.coinafrique.com/categorie/chaussures-homme?page=6,https://sn.coinafrique.com/annonce/chaussures-homme/sandales-femme-5499774,Sandales femme,4 000 CFA,"Yoff, Dakar, Sénégal",https://images.coinafrique.com/thumb_5499774_uploaded_image1_1756552225.jpg
1771787681-295,https://sn.coinafrique.com/categorie/chaussures-homme?page=6,https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-nike-sb-5504367,Chaussures Nike sb,25 000 CFA,"Dakar, Sénégal",https://images.coinafrique.com/thumb_5504369_uploaded_image1_1756806339.jpg
1771787685-296,https://sn.coinafrique.com/categorie/chaussures-homme?page=6,https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-nike-sb-5504369,Chaussures Nike sb,25 000 CFA,"Dakar, Sénégal",https://images.coinafrique.com/thumb_5504369_uploaded_image1_1756806339.jpg
1771787690-297,https://sn.coinafrique.com/categorie/chaussures-homme?page=6,https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-luis-vuitton-s4-5504373,Chaussures Luis vuitton s4,25 000 CFA,"Dakar, Sénégal",https://images.coinafrique.com/thumb_5504373_uploaded_image1_1756806570.jpg
1771787695-298,https://sn.coinafrique.com/categorie/chaussures-homme?page=6,https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-berluti-5504924,Chaussures Berluti,15 000 CFA,"Diamalaye 1, Dakar, Sénégal",https://images.coinafrique.com/thumb_5659090_uploaded_image1_1765032457.jpg
1771787699-299,https://sn.coinafrique.com/categorie/chaussures-homme?page=6,https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-unisexe-5505619,Chaussures Unisexe,15 000 CFA,"Dakar, Sénégal",https://images.coinafrique.com/thumb_5505619_uploaded_image1_1756849246.jpg
1771787704-300,https://sn.coinafrique.com/categorie/chaussures-homme?page=6,https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-homme-en-cuir-5505623,Chaussures homme en  cuir,15 000 CFA,"Dakar, Sénégal",https://images.coinafrique.com/thumb_5505623_uploaded_image1_1756849395.jpg
1771787739-301,https://sn.coinafrique.com/categorie/chaussures-homme?page=6,https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-homme-5509076,Chaussures homme,15 000 CFA,"Medina, Dakar, Sénégal",https://images.coinafrique.com/thumb_5773520_uploaded_image1_1771005361.jpg
1771787745-302,https://sn.coinafrique.com/categorie/chaussures-homme?page=6,https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-homme-5512062,,,,
1771787750-303,https://sn.coinafrique.com/categorie/chaussures-homme?page=6,https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-homme-5474532,,,,
1771787757-304,https://sn.coinafrique.com/categorie/chaussures-homme?page=6,https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-homme-5516521,Chaussures homme,15 000 CFA,"Medina, Dakar, Sénégal",https://images.coinafrique.com/thumb_5773520_uploaded_image1_1771005361.jpg
1771787852-305,https://sn.coinafrique.com/categorie/chaussures-homme?page=4,https://sn.coinafrique.com/annonce/chaussures-homme/baskets-adidas-campus-5551113,Baskets Adidas campus,17 000 CFA,"Dakar, Sénégal",https://images.coinafrique.com/thumb_5551113_uploaded_image1_1759265168.jpg
1771787856-306,https://sn.coinafrique.com/categorie/chaussures-homme?page=4,https://sn.coinafrique.com/annonce/chaussures-homme/nike-shox-r4-5570882,Nike shox r4,25 000 CFA,"Dakar, Sénégal",https://images.coinafrique.com/thumb_5683579_uploaded_image1_1766328567.jpg
1771787861-307,https://sn.coinafrique.com/categorie/chaussures-homme?page=4,https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-balenciaga-5593164,Chaussures Balenciaga,25 000 CFA,"Dakar Plateau, Dakar, Sénégal",https://images.coinafrique.com/thumb_5593164_uploaded_image1_1761605705.jpg
1771787865-308,https://sn.coinafrique.com/categorie/chaussures-homme?page=4,https://sn.coinafrique.com/annonce/chaussures-homme/new-balance-5580645,Chaussures  homme,25 000 CFA,"Dakar, Sénégal",https://images.coinafrique.com/thumb_5771502_uploaded_image1_1770903126.jpg
1771787869-309,https://sn.coinafrique.com/categorie/chaussures-homme?page=4,https://sn.coinafrique.com/annonce/chaussures-homme/new-balance-1906-5580643,New Balance 1906,25 000 CFA,"Dakar, Sénégal",https://images.coinafrique.com/thumb_5697825_uploaded_image1_1767208036.jpg
1771787873-310,https://sn.coinafrique.com/categorie/chaussures-homme?page=4,https://sn.coinafrique.com/annonce/chaussures-homme/baskets-adidas-adizero-5552006,Baskets Adidas adizero,27 000 CFA,"Dakar, Sénégal",https://images.coinafrique.com/thumb_5552010_uploaded_image1_1759307377.jpg
1771787877-311,https://sn.coinafrique.com/categorie/chaussures-homme?page=4,https://sn.coinafrique.com/annonce/chaussures-homme/baskets-adidas-adizero-5552010,Baskets Adidas adizero,27 000 CFA,"Dakar, Sénégal",https://images.coinafrique.com/thumb_5552010_uploaded_image1_1759307377.jpg
1771787882-312,https://sn.coinafrique.com/categorie/chaussures-homme?page=4,https://sn.coinafrique.com/annonce/chaussures-homme/baskets-new-balance-fresh-foam-5552449,Baskets New Balance fresh foam,25 000 CFA,"Dakar, Sénégal",https://images.coinafrique.com/thumb_5552446_uploaded_image1_1759318432.jpg
1771787886-313,https://sn.coinafrique.com/categorie/chaussures-homme?page=4,https://sn.coinafrique.com/annonce/chaussures-homme/baskets-new-balance-fresh-foam-5552446,Baskets New Balance fresh foam,25 000 CFA,"Dakar, Sénégal",https://images.coinafrique.com/thumb_5552446_uploaded_image1_1759318432.jpg
1771787890-314,https://sn.coinafrique.com/categorie/chaussures-homme?page=4,https://sn.coinafrique.com/annonce/chaussures-homme/baskets-asic-1130-5571618,Baskets Asic 1130,25 000 CFA,"Dakar, Sénégal",https://images.coinafrique.com/thumb_5656446_uploaded_image1_1764880658.jpg
1771787894-315,https://sn.coinafrique.com/categorie/chaussures-homme?page=4,https://sn.coinafrique.com/annonce/chaussures-homme/baskets-air-max-95-5567806,Baskets Air Max 95,20 000 CFA,"Dakar, Sénégal",https://images.coinafrique.com/thumb_5656457_uploaded_image1_1764881079.jpg
1771787898-316,https://sn.coinafrique.com/categorie/chaussures-homme?page=4,https://sn.coinafrique.com/annonce/chaussures-homme/baskets-nike-tn-5567803,Baskets Nike TN,17 000 CFA,"Dakar, Sénégal",https://images.coinafrique.com/thumb_5656485_uploaded_image1_1764881869.jpg
1771787902-317,https://sn.coinafrique.com/categorie/chaussures-homme?page=4,https://sn.coinafrique.com/annonce/chaussures-homme/baskets-jordan-4-rm-5567808,Baskets Jordan 4 RM,25 000 CFA,"Dakar, Sénégal",https://images.coinafrique.com/thumb_5567808_uploaded_image1_1760100111.jpg
1771787906-318,https://sn.coinafrique.com/categorie/chaussures-homme?page=4,https://sn.coinafrique.com/annonce/chaussures-homme/balanciaga-3xl-5552640,Balanciaga 3XL,27 000 CFA,"Dakar, Sénégal",https://images.coinafrique.com/thumb_5552640_uploaded_image1_1759323253.jpg
1771787910-319,https://sn.coinafrique.com/categorie/chaussures-homme?page=4,https://sn.coinafrique.com/annonce/chaussures-homme/baskets-vans-knu-scool-5552664,Baskets Vans knu scool,20 000 CFA,"Dakar, Sénégal",https://images.coinafrique.com/thumb_5552664_uploaded_image1_1759323810.jpg
1771787914-320,https://sn.coinafrique.com/categorie/chaussures-homme?page=4,https://sn.coinafrique.com/annonce/chaussures-homme/baskets-yeezy-700-v2-5552657,Baskets Yeezy 700 v2,20 000 CFA,"Dakar, Sénégal",https://images.coinafrique.com/thumb_5552657_uploaded_image1_1759323687.jpg
1771787919-321,https://sn.coinafrique.com/categorie/chaussures-homme?page=4,https://sn.coinafrique.com/annonce/chaussures-homme/baskets-reebok-5552649,Baskets  Reebok,22 000 CFA,"Dakar, Sénégal",https://images.coinafrique.com/thumb_5552649_uploaded_image1_1759323592.jpg
1771787923-322,https://sn.coinafrique.com/categorie/chaussures-homme?page=4,https://sn.coinafrique.com/annonce/chaussures-homme/baskets-louis-vuitton-5552643,Baskets Louis vuitton,22 000 CFA,"Dakar, Sénégal",https://images.coinafrique.com/thumb_5656538_uploaded_image1_1764883544.jpg
1771787927-323,https://sn.coinafrique.com/categorie/chaussures-homme?page=4,https://sn.coinafrique.com/annonce/chaussures-homme/baskets-crampon-phantom-5552695,Baskets Crampon phantom,25 000 CFA,"Dakar, Sénégal",https://images.coinafrique.com/thumb_5552695_uploaded_image1_1759324410.jpg
1771787930-324,https://sn.coinafrique.com/categorie/chaussures-homme?page=4,https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-tn-full-black-5581215,Chaussures TN full Black,17 000 CFA,"Dakar, Sénégal",https://images.coinafrique.com/thumb_5581215_uploaded_image1_1760883280.jpg
1771787934-325,https://sn.coinafrique.com/categorie/chaussures-homme?page=4,https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-nike-zoom-running-5581224,Chaussures Nike zoom running,15 000 CFA,"Dakar, Sénégal",https://images.coinafrique.com/thumb_5581224_uploaded_image1_1760883477.jpg
1771787939-326,https://sn.coinafrique.com/categorie/chaussures-homme?page=4,https://sn.coinafrique.com/annonce/chaussures-homme/baskets-adidas-adistar-5577775,Baskets Adidas/ Adistar répétitor,18 000 CFA,"Dakar, Sénégal",https://images.coinafrique.com/thumb_5758312_uploaded_image1_1770221944.jpg
1771787944-327,https://sn.coinafrique.com/categorie/chaussures-homme?page=4,https://sn.coinafrique.com/annonce/chaussures-homme/baskets-new-balance-1000-5582640,Baskets New Balance 1000,25 000 CFA,"Dakar, Sénégal",https://images.coinafrique.com/thumb_5664664_uploaded_image1_1765321021.jpg
1771787949-328,https://sn.coinafrique.com/categorie/chaussures-homme?page=4,https://sn.coinafrique.com/annonce/chaussures-homme/baskets-adidas-superstar-5587686,Baskets Adidas superstar,25 000 CFA,"Dakar, Sénégal",https://images.coinafrique.com/thumb_5587688_uploaded_image1_1761224531.jpg
1771787953-329,https://sn.coinafrique.com/categorie/chaussures-homme?page=4,https://sn.coinafrique.com/annonce/chaussures-homme/baskets-adidas-superstar-5587688,Baskets Adidas superstar,25 000 CFA,"Dakar, Sénégal",https://images.coinafrique.com/thumb_5587688_uploaded_image1_1761224531.jpg
1771787958-330,https://sn.coinafrique.com/categorie/chaussures-homme?page=4,https://sn.coinafrique.com/annonce/chaussures-homme/sandales-homme-5595866,Sandales homme,25 000 CFA,"Dakar Plateau, Dakar, Sénégal",https://images.coinafrique.com/thumb_5713963_uploaded_image1_1768047987.jpg
1771787962-331,https://sn.coinafrique.com/categorie/chaussures-homme?page=4,https://sn.coinafrique.com/annonce/chaussures-homme/sandales-en-cuir-5595893,Sandales en cuir,8 000 CFA,"Dakar Plateau, Dakar, Sénégal",https://images.coinafrique.com/thumb_5595893_uploaded_image1_1761763941.jpg
1771787967-332,https://sn.coinafrique.com/categorie/chaussures-homme?page=4,https://sn.coinafrique.com/annonce/chaussures-homme/baskets-new-balance-5557732,Baskets New Balance,25 000 CFA,"Fass, Dakar, Sénégal",https://images.coinafrique.com/thumb_5557732_uploaded_image1_1759538261.jpg
1771787973-333,https://sn.coinafrique.com/categorie/chaussures-homme?page=4,https://sn.coinafrique.com/annonce/chaussures-homme/baskets-all-star-5599179,Baskets All Star,15 000 CFA,"Dakar, Sénégal",https://images.coinafrique.com/thumb_5599179_uploaded_image1_1761936293.jpg
1771787978-334,https://sn.coinafrique.com/categorie/chaussures-homme?page=4,https://sn.coinafrique.com/annonce/chaussures-homme/bottes-homme-5600232,Bottes homme,28 000 CFA,"Dakar Plateau, Dakar, Sénégal",https://images.coinafrique.com/thumb_5600232_uploaded_image1_1762007958.jpg
1771787982-335,https://sn.coinafrique.com/categorie/chaussures-homme?page=4,https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-homme-5600233,Chaussures homme,15 000 CFA,"Medina, Dakar, Sénégal",https://images.coinafrique.com/thumb_5773520_uploaded_image1_1771005361.jpg
1771787986-336,https://sn.coinafrique.com/categorie/chaussures-homme?page=4,https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-homme-5600236,Chaussures homme,15 000 CFA,"Medina, Dakar, Sénégal",https://images.coinafrique.com/thumb_5773520_uploaded_image1_1771005361.jpg
1771787990-337,https://sn.coinafrique.com/categorie/chaussures-homme?page=4,https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-homme-5600240,Chaussures homme,15 000 CFA,"Medina, Dakar, Sénégal",https://images.coinafrique.com/thumb_5773520_uploaded_image1_1771005361.jpg
1771787994-338,https://sn.coinafrique.com/categorie/chaussures-homme?page=4,https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-bouts-5600244,Chaussures bouts,25 000 CFA,"Dakar, Sénégal",https://images.coinafrique.com/thumb_5600244_uploaded_image1_1762008703.jpg
1771787999-339,https://sn.coinafrique.com/categorie/chaussures-homme?page=4,https://sn.coinafrique.com/annonce/chaussures-homme/mocassins-homme-5600246,Mocassins homme,14 000 CFA,"Dakar, Sénégal",https://images.coinafrique.com/thumb_5681879_uploaded_image1_1766220813.jpg
1771788002-340,https://sn.coinafrique.com/categorie/chaussures-homme?page=4,https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-homme-5600252,Chaussures homme,15 000 CFA,"Medina, Dakar, Sénégal",https://images.coinafrique.com/thumb_5773520_uploaded_image1_1771005361.jpg
1771788006-341,https://sn.coinafrique.com/categorie/chaussures-homme?page=4,https://sn.coinafrique.com/annonce/chaussures-homme/baskets-adidas-5603000,Baskets Adidas Samba,30 000 CFA,"Dakar, Sénégal",https://images.coinafrique.com/thumb_5758567_uploaded_image1_1770231739.jpg
1771788010-342,https://sn.coinafrique.com/categorie/chaussures-homme?page=4,https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-hommes-5603314,Chaussures homme,15 000 CFA,"Medina, Dakar, Sénégal",https://images.coinafrique.com/thumb_5773520_uploaded_image1_1771005361.jpg
1771788014-343,https://sn.coinafrique.com/categorie/chaussures-homme?page=4,https://sn.coinafrique.com/annonce/chaussures-homme/baskets-new-balance-5604075,Baskets New Balance,25 000 CFA,"Dakar, Sénégal",https://images.coinafrique.com/thumb_5662321_uploaded_image1_1765216328.jpg
1771788026-344,https://sn.coinafrique.com/categorie/chaussures-homme?page=4,https://sn.coinafrique.com/annonce/chaussures-homme/baskets-tn-5604077,Baskets Nike TN,17 000 CFA,"Dakar, Sénégal",https://images.coinafrique.com/thumb_5656485_uploaded_image1_1764881869.jpg
1771788032-345,https://sn.coinafrique.com/categorie/chaussures-homme?page=4,https://sn.coinafrique.com/annonce/chaussures-homme/baskets-new-balance-5604084,Baskets New Balance,25 000 CFA,"Dakar, Sénégal",https://images.coinafrique.com/thumb_5662321_uploaded_image1_1765216328.jpg
1771788036-346,https://sn.coinafrique.com/categorie/chaussures-homme?page=4,https://sn.coinafrique.com/annonce/chaussures-homme/sandales-alexandre-mc-queen-5607540,Sandales Alexandre MC Queen,5 000 CFA,"Rufisque, Sénégal",https://images.coinafrique.com/thumb_5607540_uploaded_image1_1762380090.jpg
1771788039-347,https://sn.coinafrique.com/categorie/chaussures-homme?page=4,https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-homme-5608086,Chaussures homme,15 000 CFA,"Medina, Dakar, Sénégal",https://images.coinafrique.com/thumb_5773520_uploaded_image1_1771005361.jpg
1771788043-348,https://sn.coinafrique.com/categorie/chaussures-homme?page=4,https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-homme-5608405,Chaussures homme,15 000 CFA,"Medina, Dakar, Sénégal",https://images.coinafrique.com/thumb_5773520_uploaded_image1_1771005361.jpg
1771788046-349,https://sn.coinafrique.com/categorie/chaussures-homme?page=4,https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-homme-5608889,Chaussures homme,15 000 CFA,"Medina, Dakar, Sénégal",https://images.coinafrique.com/thumb_5773520_uploaded_image1_1771005361.jpg
1771788060-350,https://sn.coinafrique.com/categorie/chaussures-homme?page=4,https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-homme-5609229,Chaussures homme,15 000 CFA,"Medina, Dakar, Sénégal",https://images.coinafrique.com/thumb_5773520_uploaded_image1_1771005361.jpg
1771788073-351,https://sn.coinafrique.com/categorie/chaussures-homme?page=4,https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-hommes-5609232,Chaussures homme,15 000 CFA,"Medina, Dakar, Sénégal",https://images.coinafrique.com/thumb_5773520_uploaded_image1_1771005361.jpg
1771788081-352,https://sn.coinafrique.com/categorie/chaussures-homme?page=4,https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-homme-5610109,Chaussures homme,15 000 CFA,"Medina, Dakar, Sénégal",https://images.coinafrique.com/thumb_5773520_uploaded_image1_1771005361.jpg
1771788088-353,https://sn.coinafrique.com/categorie/chaussures-homme?page=4,https://sn.coinafrique.com/annonce/chaussures-homme/sneakers-homme-5610449,Sneakers homme,15 000 CFA,"Almadies, Dakar, Sénégal",https://images.coinafrique.com/thumb_5610449_uploaded_image1_1762521706.jpg
1771788094-354,https://sn.coinafrique.com/categorie/chaussures-homme?page=4,https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-en-cuir-5610456,Chaussures en cuir,16 000 CFA,"Almadies, Dakar, Sénégal",https://images.coinafrique.com/thumb_5610456_uploaded_image1_1762521928.jpg
1771788101-355,https://sn.coinafrique.com/categorie/chaussures-homme?page=4,https://sn.coinafrique.com/annonce/chaussures-homme/sandale-orthopedique-birkenstock-5569336,Sandale Orthopédique Birkenstock,29 500 CFA,"Mermoz-Sacré Coeur, Dakar, Sénégal",https://images.coinafrique.com/thumb_5569336_uploaded_image1_1760194310.jpg
1771788108-356,https://sn.coinafrique.com/categorie/chaussures-homme?page=4,https://sn.coinafrique.com/annonce/chaussures-homme/baskets-nike-5613411,Baskets Nike,25 000 CFA,"Colobane, Dakar, Sénégal",https://images.coinafrique.com/thumb_5613411_uploaded_image1_1762726719.jpg
1771788115-357,https://sn.coinafrique.com/categorie/chaussures-homme?page=4,https://sn.coinafrique.com/annonce/chaussures-homme/babouches-homme-5616009,Tapettes homme,15 000 CFA,"Dakar Plateau, Dakar, Sénégal",https://images.coinafrique.com/thumb_5618783_uploaded_image1_1762964858.jpg
1771788123-358,https://sn.coinafrique.com/categorie/chaussures-homme?page=4,https://sn.coinafrique.com/annonce/chaussures-homme/babouches-homme-5616251,Tapettes homme,15 000 CFA,"Dakar Plateau, Dakar, Sénégal",https://images.coinafrique.com/thumb_5618783_uploaded_image1_1762964858.jpg
1771788130-359,https://sn.coinafrique.com/categorie/chaussures-homme?page=4,https://sn.coinafrique.com/annonce/chaussures-homme/balenciaga-5618425,Balenciaga,25 000 CFA,"Parcelle Assainies, Dakar, Sénégal",https://images.coinafrique.com/thumb_5618425_uploaded_image1_1762956121.jpg
1771788137-360,https://sn.coinafrique.com/categorie/chaussures-homme?page=4,https://sn.coinafrique.com/annonce/chaussures-homme/babouches-homme-5618698,Babouches  homme,10 000 CFA,"Point E, Dakar, Sénégal",https://images.coinafrique.com/thumb_5619673_uploaded_image1_1763023060.jpg
1771788143-361,https://sn.coinafrique.com/categorie/chaussures-homme?page=4,https://sn.coinafrique.com/annonce/chaussures-homme/babouches-homme-5618775,Tapettes homme,15 000 CFA,"Dakar Plateau, Dakar, Sénégal",https://images.coinafrique.com/thumb_5618783_uploaded_image1_1762964858.jpg
1771788151-362,https://sn.coinafrique.com/categorie/chaussures-homme?page=4,https://sn.coinafrique.com/annonce/chaussures-homme/tapettes-homme-5618783,Tapettes homme,15 000 CFA,"Dakar Plateau, Dakar, Sénégal",https://images.coinafrique.com/thumb_5618783_uploaded_image1_1762964858.jpg
1771788159-363,https://sn.coinafrique.com/categorie/chaussures-homme?page=4,https://sn.coinafrique.com/annonce/chaussures-homme/babouches-homme-5619673,Babouches  homme,10 000 CFA,"Point E, Dakar, Sénégal",https://images.coinafrique.com/thumb_5619673_uploaded_image1_1763023060.jpg
1771788167-364,https://sn.coinafrique.com/categorie/chaussures-homme?page=4,https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-homme-5621182,Chaussures homme,15 000 CFA,"Medina, Dakar, Sénégal",https://images.coinafrique.com/thumb_5773520_uploaded_image1_1771005361.jpg
1771788172-365,https://sn.coinafrique.com/categorie/chaussures-homme?page=4,https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-hugo-boss-5622144,Chaussures Hugo Boss,25 000 CFA,"Colobane, Dakar, Sénégal",https://images.coinafrique.com/thumb_5622144_uploaded_image1_1763141369.jpg
1771788182-366,https://sn.coinafrique.com/categorie/chaussures-homme?page=4,https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-homme-5623102,Chaussures homme,15 000 CFA,"Medina, Dakar, Sénégal",https://images.coinafrique.com/thumb_5773520_uploaded_image1_1771005361.jpg
1771788190-367,https://sn.coinafrique.com/categorie/chaussures-homme?page=4,https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-en-cuir-pour-homme-5624803,Chaussures en cuir pour homme,10 000 CFA,"Colobane, Dakar, Sénégal",https://images.coinafrique.com/thumb_5624803_uploaded_image1_1763314804.jpg
1771788196-368,https://sn.coinafrique.com/categorie/chaussures-homme?page=4,https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-homme-5625915,Chaussures homme,15 000 CFA,"Medina, Dakar, Sénégal",https://images.coinafrique.com/thumb_5773520_uploaded_image1_1771005361.jpg
1771788202-369,https://sn.coinafrique.com/categorie/chaussures-homme?page=4,https://sn.coinafrique.com/annonce/chaussures-homme/sandales-homme-5627951,Sandales homme,8 000 CFA,"Dakar, Sénégal",https://images.coinafrique.com/thumb_5627951_uploaded_image1_1763472221.jpg
1771788209-370,https://sn.coinafrique.com/categorie/chaussures-homme?page=4,https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-en-daim-zara-5630025,Chaussures en daim Zara,25 000 CFA,"Ouakam, Dakar, Sénégal",https://images.coinafrique.com/thumb_5630025_uploaded_image1_1763560555.jpg
1771788215-371,https://sn.coinafrique.com/categorie/chaussures-homme?page=4,https://sn.coinafrique.com/annonce/chaussures-homme/baskets-asics-5630752,Baskets Asics,12 000 CFA,"Parcelle Assainies, Dakar, Sénégal",https://images.coinafrique.com/thumb_5630752_uploaded_image1_1763589625.jpg
1771788222-372,https://sn.coinafrique.com/categorie/chaussures-homme?page=4,https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-homme-5637204,Chaussures homme,15 000 CFA,"Medina, Dakar, Sénégal",https://images.coinafrique.com/thumb_5773520_uploaded_image1_1771005361.jpg
1771788229-373,https://sn.coinafrique.com/categorie/chaussures-homme?page=4,https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-homme-5640219,Chaussures homme,15 000 CFA,"Medina, Dakar, Sénégal",https://images.coinafrique.com/thumb_5773520_uploaded_image1_1771005361.jpg
1771788235-374,https://sn.coinafrique.com/categorie/chaussures-homme?page=4,https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-homme-5640258,Chaussures homme,15 000 CFA,"Medina, Dakar, Sénégal",https://images.coinafrique.com/thumb_5773520_uploaded_image1_1771005361.jpg
1771788242-375,https://sn.coinafrique.com/categorie/chaussures-homme?page=4,https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-homme-5640260,Chaussures homme,15 000 CFA,"Medina, Dakar, Sénégal",https://images.coinafrique.com/thumb_5773520_uploaded_image1_1771005361.jpg
1771788248-376,https://sn.coinafrique.com/categorie/chaussures-homme?page=4,https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-homme-5640318,Chaussures homme,15 000 CFA,"Medina, Dakar, Sénégal",https://images.coinafrique.com/thumb_5773520_uploaded_image1_1771005361.jpg
1771788255-377,https://sn.coinafrique.com/categorie/chaussures-homme?page=4,https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-homme-5640323,Chaussures homme,15 000 CFA,"Medina, Dakar, Sénégal",https://images.coinafrique.com/thumb_5773520_uploaded_image1_1771005361.jpg
1771788262-378,https://sn.coinafrique.com/categorie/chaussures-homme?page=4,https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-homme-5642098,Chaussures homme,15 000 CFA,"Medina, Dakar, Sénégal",https://images.coinafrique.com/thumb_5773520_uploaded_image1_1771005361.jpg
1771788269-379,https://sn.coinafrique.com/categorie/chaussures-homme?page=4,https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-avec-chapeau-5646401,Chaussures avec chapeau,8 000 CFA,"Grand Dakar, Dakar, Sénégal",https://images.coinafrique.com/thumb_5646405_uploaded_image1_1764371847.jpg
1771788277-380,https://sn.coinafrique.com/categorie/chaussures-homme?page=4,https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-avec-chapeau-5646405,Chaussures avec chapeau,8 000 CFA,"Grand Dakar, Dakar, Sénégal",https://images.coinafrique.com/thumb_5646405_uploaded_image1_1764371847.jpg
1771788287-381,https://sn.coinafrique.com/categorie/chaussures-homme?page=4,https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-friperie-5647291,Chaussures Friperie,4 000 CFA,"Yoff, Dakar, Sénégal",https://images.coinafrique.com/thumb_5647291_uploaded_image1_1764432742.jpg
1771788295-382,https://sn.coinafrique.com/categorie/chaussures-homme?page=4,https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-louis-vuitton-5653840,Chaussures Timberland,35 000 CFA,"Colobane, Dakar, Sénégal",https://images.coinafrique.com/thumb_5748200_uploaded_image1_1769697271.jpg
1771788303-383,https://sn.coinafrique.com/categorie/chaussures-homme?page=4,https://sn.coinafrique.com/annonce/chaussures-homme/baskets-nocta-5653847,Baskets Nocta,25 000 CFA,"Colobane, Dakar, Sénégal",https://images.coinafrique.com/thumb_5653847_uploaded_image1_1764763835.jpg
1771788310-384,https://sn.coinafrique.com/categorie/chaussures-homme?page=4,https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-homme-5654945,Chaussures homme,15 000 CFA,"Medina, Dakar, Sénégal",https://images.coinafrique.com/thumb_5773520_uploaded_image1_1771005361.jpg
1771788316-385,https://sn.coinafrique.com/categorie/chaussures-homme?page=4,https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-homme-5654962,Chaussures homme,15 000 CFA,"Medina, Dakar, Sénégal",https://images.coinafrique.com/thumb_5773520_uploaded_image1_1771005361.jpg
1771788323-386,https://sn.coinafrique.com/categorie/chaussures-homme?page=4,https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-homme-5654964,Chaussures homme,15 000 CFA,"Medina, Dakar, Sénégal",https://images.coinafrique.com/thumb_5773520_uploaded_image1_1771005361.jpg
1771788330-387,https://sn.coinafrique.com/categorie/chaussures-homme?page=4,https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-homme-5656226,Chaussures homme,15 000 CFA,"Medina, Dakar, Sénégal",https://images.coinafrique.com/thumb_5773520_uploaded_image1_1771005361.jpg
1771788337-388,https://sn.coinafrique.com/categorie/chaussures-homme?page=4,https://sn.coinafrique.com/annonce/chaussures-homme/baskets-nike-5656286,Baskets Nike TN,15 000 CFA,"Parcelle Assainies, Dakar, Sénégal",https://images.coinafrique.com/thumb_5716742_uploaded_image1_1768223689.jpg
